ref,text
"More and more people were born, until finally they spread all over the earth. Some of their daughters were so beautiful that supernatural beings came down and married the ones they wanted.",Ndoŋ nna nɛ Ebɔrɛso be asɔtoso nyɛnsoana ko wu edimɛdi be bibichesobiana na nɛ bumo be kebita par bumo nɛ b ta bumo nɛ baa sha a kil.
The children of the supernatural beings who had married these women became famous heroes and warriors. They were called Nephilim and lived on the earth at that time and even later.,Jemanɛ na so nɛ kumo be kaman nɛ basa ko nɛ b daa tre Nefilebi nɛ b la basa tenteŋ nsaa kɔ eleŋ a kɔ kena ga nɛ basa kikɛ bee sa bumo bunyaŋ ga na daa wɔ durnya to. Le be saŋɛ ere nɛ Ebɔrɛso be asɔtoso nyɛnsoana daa ta edimɛdi be bibichesobiana a kurge mbia na.
The Lord saw how bad the people on earth were and that everything they thought and planned was evil.,Kumo be jemanɛ na so nɛ Enyɛnpetale Ebɔrɛ wu fanɛ basa be alubi bee wora keshi durnya to a ti so nɛ bumo be ŋgbene to be nfɛra fɛso kikɛ la asheŋ lubi.
"and he said, “I'm going to destroy every person on earth! I'll even wipe out animals, birds, and reptiles. I'm sorry I ever made them.”","Ndoŋ nna nɛ e kaŋɛ mbe kumu: “Meeŋ mur basa nɛ n to durnya ere to kikɛ nyam, bumo nɛ asɔbɔya nɛ asɔ gbeyeso nɛ mbuibi firgisoana kikɛ nyam, ŋkpal manɛ so, ma kagbene jija ga ŋkpal ŋ ka to dimɛdi nɛ loŋ be asɔ na kikɛ so.”"
"But the Lord was pleased with Noah,",Ama Nowa bre be asheŋ daŋ bɔlɔ Ebɔrɛ kenishi ga.
"He had three sons: Shem, Ham, and Japheth.",Nowa daa kɔ bibinyɛnsobi asa nna nɛ baa tre bumo Shɛm nɛ Ham nɛ Jafɛf.
Get some good lumber and build a boat. Put rooms in it and cover it with tar inside and out.,"Amoso, kuya ndibi kpakpaso n lɔŋɛ kuloŋ gboŋgboŋi nseŋ wora ebu wurbiana kumo to n ta kootal n laa kumo be epun to nɛ kaman to kikɛ nyam."
I'm going to send a flood that will destroy everything that breathes! Nothing will be left alive.,"Lɔŋɛ kuloŋ na, ŋkpal manɛ so, meeŋ shin nɛ bɔrɛ e ba durnya to nɛ nchu e sɔ kaplɛkama n ji kusɔ futeso kikɛ nyam. Kashenteŋto, durnya to be kusɔ kama nyam beeŋ mur."
"But I solemnly promise that you, your wife, your sons, and your daughters-in-law will be kept safe in the boat.","Ama ma ere nɛ fo beeŋ wora kɔnɔkoŋwule be ŋkre, nɛ fo nɛ fo eche nɛ fo bibinyɛnsobiana na nɛ bumo be beche na e luri kuloŋ na to."
"Take into the boat with you a male and a female of every kind of animal and bird, as well as a male and a female of every reptile. I don't want them to be destroyed.",Ta mbuibi be yiri yiri nɛ asɔbɔya be yiri yiri nɛ asɔ gbeyeso be yiri yiri benyɔnyɔ nɛ a ba kaa wɔ ŋkpa to ashi kuloŋ na to.
"The Lord told Noah: Take your whole family with you into the boat, because you are the only one on this earth who pleases me.","Ndoŋ nna nɛ Enyɛnpe na kaŋɛ Nowa le: “Fo nɛ fo kanaŋ kikɛ e luri kuloŋgboŋ na to, ŋkpal manɛ so, n wu fanɛ fo jemanɛ ere so ebi to fo e la esa nɛ e niŋi ma anishito."
Also take seven pairs of every kind of bird with you. Do this so there will always be animals and birds on the earth.,nɛ mbuibi be yiri yiri to malɛ kikɛ be kenyɛnso nɛ kecheso be ntuŋ ashunushunu. Saŋɛ na so kekama be yiri to maaŋ mur kasawule ere so kikɛ.
He obeyed God and took a male and a female of each kind of animal and bird into the boat with him.,Asɔ nɛ a daŋ tu Nowa n luri kuloŋgboŋ na to na be kekama daa la kecheso nɛ kenyɛnso nna fanɛ kananɛ Ebɔrɛ daŋ kaŋɛ mo fanɛ e wora na.
Seven days later a flood began to cover the earth.,Nchɛ ashunu na be kaman nɛ nchu fara a sɔ kasawule so kikɛ.
"The water under the earth started gushing out everywhere, the sky opened like windows, and rain poured down for","Bɔrɛ na daŋ ba kapa nɛ kanyɛ kikɛ, a maa teŋ hale n ya fo nchɛ adena."
"On that day Noah and his wife went into the boat with their three sons, Shem, Ham, and Japheth, and their wives.",Kachɛ nɛ bɔrɛ na fara a ba na gbagba nɛ Nowa nɛ mbe eche nɛ bibinyɛn nɛ baa tre Shɛm nɛ Ham nɛ Jafɛf na nɛ bumo be beche luri kuloŋgboŋ na to.
"Noah took a male and a female of every living creature with him,",Asɔ futeso kama to be benyɔnyɔ e daŋ tu Nowa n luri kuloŋgboŋ na to.
"Finally, the mighty flood was so deep that even the highest mountain peaks were about seven meters below the surface of the water.",Nchu na daŋ wora keshi loŋ hale n ya dii m muni abee na kikɛ so n fo fanɛ ayadra adunyɔ.
"A hundred fifty days later, the water started going down.",Nchu na daa wɔ kasawule so nchɛ kalfa nɛ adunu nna.
"God did not forget about Noah and the animals with him in the boat. So God made a wind blow, and the water started going down.",Saŋɛ nɛ kuloŋgboŋ na daa deŋ nchu na so na Ebɔrɛ daa maŋ teŋ Nowa nɛ asɔbɔya nɛ b wɔ kuloŋgboŋ na to na so kikɛ. E daŋ shin nna nɛ afu fara a chela kasawule so nɛ nchu na fara a gberge.
"God stopped up the places where the water had been gushing out from under the earth. He also closed up the sky, and the rain stopped.",Ebɔrɛ daŋ ti kasawule to be nchuana nɛ a daa lar na nna nseŋ shin nɛ bɔrɛ nɛ k daa ba fanɛ awɔlpa be mbuna ka bugi na ku kuraa.
"Then on the seventeenth day of the seventh month of the year, the boat came to rest somewhere in the Ararat mountains.",Kufɔl shunusopo to be kachɛ kuduashunusopo nɛ kuloŋgboŋ na ya yili kebee nɛ baa tre Ararat na so.
"The water kept going down, and the mountain tops could be seen on the first day of the tenth month.",Ndoŋ nɛ k daa yil nɛ nchu na bee gberge loŋ n ya fo kufɔl kudusopo to. Kufɔl kudusopo na to be kachɛ juŋkparso na nɛ kebee na be awɔltoana lar efuli.
"Forty days later Noah opened a window to send out a raven, but it kept flying around until the water had dried up.",nseŋ lara nyiŋgbeŋ ashi kuloŋgboŋ na to n lɛ kowu nɛ k baa wɔtɔ a lɛa a lɛa a jo saŋɛ nɛ nchu na kikɛ nyam beeŋ feeto kasawule so kuraa.
"Noah wanted to find out if the water had gone down, so he sent out a dove.",Kumo be kaman nɛ e lara keli malɛ n lɛ to nɛ e keni nchu na loge kasawule so a.
"Deep water was still everywhere, and when the dove could not find a place to land, it flew back to the boat. Then Noah held out his hand and helped it back in.","Ama keli na daa maŋ nya kaplɛkama nɛ k jɔŋɛ ŋkpal nchu na ka daŋ kraa wɔ kasawule so kikɛ so, amoso keli na daŋ naŋ bɛta nna m ba Nowa kutɔ ashi kuloŋgboŋ na to. Nɛ Nowa teŋi enɔ m pɛ keli na n wɔtɔ kuloŋgboŋ na to."
"It returned in the evening, holding in its beak a green leaf from an olive tree. Noah knew the water was finally going down.",Kumo be kase ka ya ka fo nɛ keli na bɛta m ba nɛ kedibi nɛ baa tre Ɔlif na be kefantaŋ popɔrbi fɛa kumo be kɔnɔ. Ndoŋ nna nɛ Nowa pin fanɛ nchu na kraa feeto nna.
"He waited seven more days before sending the dove out again, and this time it did not return.","Nɛ e naŋ jo bɔkwe koŋwule nseŋ naŋ lara keli na kuloŋgboŋ na to n lɛ kowu. Kede bre to, keli na maŋ naŋ bɛta m ba."
"By the twenty-seventh day of the second month, the earth was completely dry.",Kufɔl nyɔsopo na ka ya fo nchɛ adunyɔ nɛ ashunu nɛ kasawule na kikɛ wɔl nyam.
"God said to Noah,",Ndoŋ nna nɛ Ebɔrɛ kaŋɛ Nowa le:
"“You, your wife, your sons, and your daughters-in-law may now leave the boat.","“To, naniere fo nɛ fo eche nɛ fo bibinyɛn na nɛ bumo be becheana e lar kuloŋgboŋ na to."
Noah built an altar where he could offer sacrifices to the Lord. Then he offered on the altar one of each kind of animal and bird that could be used for a sacrifice.,Ndoŋ nna nɛ Nowa gbare ajembu n deŋi abar so nseŋ pɛ m pɛ asɔbɔya nɛ a maŋ kɔ eyurpi n daga keta n lara sarga na be ako nɛ mbuibi nɛ a maŋ kɔ eyurpi n daga keta n lara sarga na be ako m mɔ n deŋi ajembu na so n chɔɔ n lara sarga n sa Ebɔrɛ.
"The smell of the burning offering pleased the Lord, and he said: Never again will I punish the earth for the sinful things its people do. All of them have evil thoughts from the time they are young, but I will never destroy everything that breathes, as I did this time.","Enyɛnpe na ka nu sarga na be efɛa belbelso na nɛ e kaŋɛ mbe kumu le: “N nyi fanɛ dimɛdi be kebia to kikɛ mbe nfɛra fɛso lubi, ama m maaŋ naŋ kpal dimɛdi so n sho kasawule ere kɔnɔ kikɛ. Ma alɛ maaŋ naŋ mur asɔ futeso fanɛ kananɛ n wora ere kikɛ."
"God said to Noah and his sons: I am giving you my blessing. Have a lot of children and grandchildren, so people will live everywhere on this earth.",Ndoŋ nna nɛ Ebɔrɛ nɛfa Nowa nɛ mbe mbia na nseŋ kaŋɛ bumo le: “Men kurge n wora keshi n sɔ kasawule so kikɛ.
"All animals, birds, reptiles, and fish will be afraid of you. I have placed them under your control,",Asɔbɔyaana kikɛ nɛ mbuibiana kikɛ nɛ asɔ gbeyesoana kikɛ nɛ ekɔrɔtɔana kikɛ beeŋ baa ŋana menyi nsaa ta kufu a shile menyi kutɔ. Ma alɛ ta amo kikɛ m bɔɔ menyi enɔ.
"and I have given them to you for food. From now on, you may eat them, as well as the green plants that you have always eaten.","Kusɔ kama nɛ k kɔ ŋkpa beeŋ baa la kusɔ jiso a sa menyi. Kananɛ n daŋ ta asɔ duuso kikɛ n sa menyi na, loŋ koŋwule na nɛ naniere mee ta kusɔ kama nyam nɛ k kɔ ŋkpa a sa menyi."
"But life is in the blood, and you must not eat any meat that still has blood in it.","Ama men sa maŋ kaŋ we eblaŋ kama nɛ kumo be ŋklaŋ maŋ lar kumo to, ŋkpal manɛ so, ŋklaŋ na to nɛ ŋkpa wɔ."
"I created humans to be like me, and I will punish any animal or person that takes a human life. If an animal kills someone, that animal must die. And if a person takes the life of another, that person must be put to death.","Esa kama nɛ e mɔ dimɛdi, baaŋ mɔ amodoŋwura gba n tal to, ŋkpal manɛ so, Ebɔrɛ pɔr dimɛdi nna fanɛ mbe kaduli."
"I want you and your descendants to have many children, so people will live everywhere on earth.",Menyi ere e baa kurge n wora keshi n ti so n salga to n sɔ kasawule ere so kikɛ.”
"Again, God said to Noah and his sons:",Kede be kaman nɛ Ebɔrɛ naŋ kaŋɛ Nowa nɛ mbe bibinyɛnana na le:
I am going to make a solemn promise to you and to everyone who will live after you.,"“Yili kabre a yɔ, mee nase kɔnɔ nna a sa menyi nɛ men be kanaŋ to ebi"
I promise every living creature that the earth and those living on it will never again be destroyed by a flood.,"Ma nɛ menyi be kɔnɔkoŋwule be ŋkre nɛ mee nase a sa menyi nde, fanɛ m maaŋ naŋ ta nchu m mur durnya to be kusɔ futeso kikɛ. M maaŋ naŋ shin nɛ nchu e jija durnya ere kikɛ.”"
The rainbow that I have put in the sky will be my sign to you and to every living creature on earth. It will remind you that I will keep this promise forever.,Mee ta ma kabɔrɛnyaŋgelambi nna a wɔtɔ awɔlpa to nɛ k baa la ma nɛ durnya kikɛ be kɔnɔkoŋwule be ŋkre na be kanyiŋi.
"When I send clouds over the earth, and a rainbow appears in the sky,","Saŋkama nɛ m baŋ shin nɛ bɔrɛwɔlpa deŋi nɛ kabɔrɛnyaŋgelambi lar awɔlpa na to,"
I will remember my promise to you and to all other living creatures. Never again will I let floodwaters destroy all life.,meeŋ nyiŋi ma nɛ menyi nɛ asɔ futeso kikɛ be kɔnɔkoŋwule be ŋkre na. Kumo e la fanɛ m maaŋ naŋ shin nɛ nchu e bɔlɔ m mur kusɔ futeso kikɛ.
"When I see the rainbow in the sky, I will always remember the promise that I have made to every living creature.","Saŋkama nɛ kabɔrɛnyaŋgelambi na lar awɔlpa to, meeŋ wu kumo nseŋ nyiŋi ma nɛ menyi nɛ asɔ futeso kikɛ be kɔnɔkoŋwule be ŋkre na.”"
"Noah and his sons, Shem, Ham, and Japheth, left the boat. Ham later had a son named Canaan.",Nowa be bibinyɛnsobi nɛ mo nɛ bumo daŋ shi kuloŋgboŋ na to n lar na e daa la Shɛm nɛ Ham nɛ Jafɛf. [Ham pibi e daa la Keenan.]
Noah farmed the land and was the first to plant a vineyard.,Nowa e daa la edɔpo nɛ e fara a dɔ asɔrso nɛ baa ta a wora nsa nɛ baa tre wain na.
"Ham entered the tent and saw him naked, then went back outside and told his brothers.",Ndoŋ nna nɛ Ham nɛ e daa la Keenan mo tuto na ya wu mo tuto nɛ e dese eyurkpaŋ nɛ e lar n ya kaŋɛ mo daana benyɔ na.
"Shem and Japheth put a robe over their shoulders and walked backwards into the tent. Without looking at their father, they placed it over his body.","Ndoŋ nna nɛ mo daana Shɛm nɛ Jafɛf ta wajɛ m parga to n deŋi bumo be abatimu so nseŋ laŋɛ kaman loŋ n ta kumo n ya buu bumo tuto so. B daŋ pal kaman nna n ya wora loŋ, saŋɛ na so b maaŋ wu bumo tuto be eyurkpaŋ."
"he said, “I now put a curse on Canaan! He will be the lowest slave of his brothers.",“Kɔnɔsho e baa wɔ Keenan so. E beeŋ baa la mo daana be kenya.”
I pray God will give Japheth more and more land and let him take over the territory of Shem. May Canaan be his slave.”,"Ebɔrɛ beeŋ shin nɛ Jafɛf be kasawule e kpalga to n ti so, nɛ mo nanabiana nɛ Shɛm e ba kaa wɔ abar be ewajɛbu to kɔnɔkoŋwuleso. Ama Keenan bre beeŋ ba ki Jafɛf be kenya.”"
"Japheth's descendants had their own languages, tribes, and land. They were Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras. Gomer was the ancestor of Ashkenaz, Riphath, and Togarmah. Javan was the ancestor of Elishah, Tarshish, Kittim, and Dodanim, who settled along the coast. The Descendants of Ham",Basa nɛ b daŋ n chena n chena teku be kɔnɔ na daŋ shi le be basa ere to nna. Bumo be ekama malɛ nɛ mbe kanaŋ e daa la nɛ bumo be ŋgbarana kɔr abar to. Basa nɛ b daŋ lar Ham be kanaŋ to be asheŋ
"but after some of them moved from the east and settled in Babylonia,",Basa daŋ sɔ epeŋipetekpa nna a yɔ nseŋ ya tu kaboŋ fultoso ko ashi Babilɔn be efuli so n ta ndoŋ ŋ ki bumo be kade.
"they said: Let's build a city with a tower that reaches to the sky! We'll use hard bricks and tar instead of stone and mortar. We'll become famous, and we won't be scattered all over the world.","Kede be kaman nɛ b kaŋɛ le: “Naniere bre men shin nɛ an pɔr kadegboŋ n sa anyi be amu nseŋ pɔr ketempreŋ jeŋgreŋ n ya chute awɔlpa, saŋɛ na so, anyi be ketre beeŋ dii nɛ anyi maaŋ naŋ pesaŋ to a wɔ kasawule so kikɛ.”"
"But when the Lord came down to look at the city and the tower,",Ndoŋ nna nɛ Enyɛnpe Ebɔrɛ ba wu kadegboŋ na nɛ ketempreŋ jeŋgreŋ nɛ basa na daa pɔr na
he said: These people are working together because they all speak the same language. This is just the beginning. Soon they will be able to do anything they want.,"nseŋ kaŋɛ le: “Ŋkpal basa ere ka la basa koŋwule a gbar ŋgbar koŋwule nseŋ fara a wora kusɔ nɛ baa wora ere, kumo ere kusɔ kama nɛ baa fɛ kewora, baaŋ tiŋ n wora kumo."
"Let's go down and confuse them! We'll make them speak different languages, and they won't be able to understand each other.","Amoso men shin nɛ an yɔ n ya wea bumo be ŋgbar na to, saŋɛ na so b maaŋ naa nu abar be ŋgbar.”"
"So the people had to stop building the city, because the Lord confused their language and scattered them all over the earth. That's how the city of Babel got its name. The Descendants of Shem","Loŋ be kade na nɛ b daa tre Babilɔn, ŋkpal manɛ so, ndoŋ nɛ Enyɛnpe Ebɔrɛ na daŋ wea basa kikɛ be ŋgbar to nseŋ pesaŋ bumo to nɛ b sɔ kasawule so kikɛ. Shɛm be kanaŋ to ebi be asheŋ"
"Terah decided to move from Ur to the land of Canaan. He took along Abram and Sarai and his grandson Lot, the son of Haran. But when they came to the city of Haran, they settled there instead.","Nɛ Tɛra keta mo pibinyɛn Eebram nɛ mo nanabi Lɔt nɛ e daa la Haran pibinyɛn na nɛ mo shache Sɛɛrai, Eebram be eche, n ti mbe kumu so nɛ b lar Ur ashi Babilɔnia n yɔ Keenan be kasawule so. B ka bee yɔ Keenan n ya fo Haran nɛ b chena ndoŋ."
"The Lord said to Abram: Leave your country, your family, and your relatives and go to the land that I will show you.",Kachako nɛ Enyɛnpetale na kaŋɛ Eebram: “Lar fo efuli so nɛ fo basa to nɛ fo tuto be kowu to nseŋ yɔ kasawule nɛ mee sha keŋini fo ere so.
I will bless you and make your descendants into a great nation. You will become famous and be a blessing to others.,"Meeŋ shin nɛ fo ki kanaŋgboŋwura nsaa kɔ efuligboŋ. Meeŋ nɛfa fo n shin nɛ fo ketre e dii, nɛ fo ki nɛfa n sa basa kikɛ."
"I will bless those who bless you, but I will put a curse on anyone who puts a curse on you. Everyone on earth will be blessed because of you.","Bekama malɛ nɛ b nɛfa fo, ma alɛ gba beeŋ nɛfa bumo. Ama ekama nɛ e sho fo kɔnɔ, ma alɛ gba beeŋ sho amodoŋwura kɔnɔ. Fo so nɛ meeŋ bɔla n nɛfa durnya to ebi kikɛ.”"
"Abram went as far as the sacred tree of Moreh in a place called Shechem. The Canaanites were still living in the land at that time,","B ka ya fo Keenan nɛ Eebram nite ŋ kulti kasawule na so hale n ya fo More be kedibigboŋ na ase, ashi Shɛkɛm. Kumo be saŋɛ malɛ nɛ Keenanebi kraa tase kasawule na so."
"but the Lord appeared to Abram and promised, “I will give this land to your family forever.” Abram then built an altar there for the Lord.",Ndoŋ nɛ Enyɛnpe na lar Eebram so ŋ kaŋɛ mo: “Meeŋ ta kasawule ere n sa fo kanaŋ to ebi.” Kumo be kaman nɛ Eebram yuu bɔrɛsure ndoŋ n lara sarga n sa Enyɛnpe Ebɔrɛ nɛ e lar mo so ndoŋ na.
"Abram traveled to the hill country east of Bethel and camped between Bethel and Ai, where he built another altar and worshiped the Lord.",Kumo be kaman nɛ e yɔ abee nɛ a wɔ Bɛtɛl be epeŋipetekpa be kaba so na n ya yuu mbe ewajɛbu Bɛtɛl nɛ Ai be kefɛato. Ndoŋ nɛ Eebram naŋ yuu bɔrɛsure m bunyaŋ Enyɛnpe na pɔɛŋ
"The crops failed, and there was no food anywhere in Canaan. So Abram and his wife Sarai went to live in Egypt for a while. But just before they got there, Abram said, “Sarai, you are really beautiful!","Mo nɛ mbe eche Sɛɛrai ka ta loŋ n ya kaa taga to Ijipt nɛ e kaŋɛ mo le: “Sɛɛrai, n nyi fo ka walɛ kebita ga."
"When the Egyptians see you, they will murder me because I am your husband. But they won't kill you.","Amoso Ijiptebi ere baŋ wu fo, baaŋ kaŋɛ fanɛ ma eche e la fo, nseŋ kpal loŋ so m mɔ ma ŋ ka fo."
"As soon as Abram and Sarai arrived in Egypt, the Egyptians noticed how beautiful she was.","Kashenteŋto malɛ, Eebram nɛ Sɛɛrai ka luri Ijipt nɛ Ijiptebi na wu fanɛ Sɛɛrai walɛ kebita pasaa."
"The king was good to Abram because of Sarai, and Abram was given sheep, cattle, donkeys, slaves, and camels.","Ŋkpal Sɛɛrai so, ewura Fɛɛro daŋ keni Eebram so nna nɛnɛ nseŋ daŋ sa mo mbolpɔ nɛ ana nɛ ekurma nyɛnso nɛ becheso nɛ anya nyɛnso nɛ becheso n ta enyɔma n ti so."
"Finally, the king sent for Abram and said to him, “What have you done to me? Why didn't you tell me Sarai was your wife?",Ndoŋ nna nɛ ewura na shuŋi nɛ b ya tre Eebram m ba nɛ e bishi mo: “Manɛ e ba nɛ fo wora ma loŋ? Nuso nɛ a ji nɛ fo maŋ kaŋɛ ma fanɛ Sɛɛrai la fo eche nna?
Why did you make me believe she was your sister? Now I've married her. Take her and go! She's your wife.”,"Manɛ so nɛ fo kaŋɛ fanɛ e la fo sipoche nna nseŋ shin nɛ n ta mo fanɛ ma eche? To, fo eche nde. Keta fo kusɔ a yɔ.”"
So the king told his men to let Abram and Sarai take their possessions and leave.,Ndoŋ nna nɛ ewura Fɛɛro lara basa ŋ kaŋɛ bumo fanɛ b keta Eebram nɛ mbe eche nɛ asɔ nɛ b kɔ na kikɛ n lar kasawule na so.
"Abram was very rich. He owned many cattle, sheep, and goats, and had a lot of silver and gold.",Eebram daa la damawura nna kashenteŋto nseŋ daa kɔ mbolpɔ nɛ mboe nɛ ana nɛ shuwa nɛ gbiti.
"Abram moved from place to place in the Southern Desert. And finally, he went north and set up his tents between Bethel and Ai,","K maŋ chɛr nɛ Eebram naŋ lar ndoŋ a na a kilgi to hale n ya kaa taga to Bɛtɛl. E ka fo Ai nɛ Bɛtɛl be kefɛato, kakpa nɛ e daŋ yuu mbe ewajɛbu na"
where he had earlier camped and built an altar. There he worshiped the Lord.,"nɛ kakpa nɛ e daŋ yuu bɔrɛsure na, nɛ e naŋ bunyaŋ Enyɛnpe Ebɔrɛ be ketre."
"Lot, who was traveling with him, also had sheep, goats, and cattle, as well as his own family and slaves.",Lɔt gba daŋ keta mbe mbolpɔ nɛ mboe nɛ ana nɛ mbe kanaŋ nna n tu Eebram n yɔ.
"At this time the Canaanites and the Perizzites were still living in the same area, and so there wasn't enough pastureland left for Abram and Lot with all of their animals. Besides this, the men who took care of Abram's animals and the ones who took care of Lot's animals started quarreling.",Kumo be kaman Keenanebi na nɛ Pɛrizebi na gba daa wɔ kasawule na so nna n ti so. Amoso kolu daŋ tɔr Eebram nɛ Lɔt be asɔbɔyakpapoana so nna ŋkpal asɔbɔya be ejikpa so.
"Abram said to Lot, “We are close relatives. We shouldn't argue, and our men shouldn't be fighting one another.","Ndoŋ nna nɛ Eebram kaŋɛ Lɔt le: “An la basa koŋwule nna, k maŋ daga kamalga ka wɔ ma nɛ fo be nferinto ŋko fo basa nɛ ma basa ka bee bile ŋkpal kasawule so."
"There is plenty of land for you to choose from. Let's separate. If you go north, I'll go south; if you go south, I'll go north.”","Mannɛ kasawule e dese ere a? Amoso shin nɛ an barga to n chena. Nɛ fo yɔ benaso, ma alɛ beeŋ yɔ jisoso nɛ fo alɛ naŋ yɔ jiso so, ma alɛ beeŋ yɔ benaso.”"
"This happened before the Lord had destroyed the cities of Sodom and Gomorrah. And when Lot looked around, he saw there was plenty of water in the Jordan Valley. All the way to Zoar the valley was as green as the garden of the Lord or the land of Egypt.","Nɛ Lɔt maŋ mbe kumu so ŋ keni n wu Jɔɔdan be ketaŋɛ ka dese n ya fo Zowar, a kɔ nchu nseŋ daa du fanɛ Enyɛnpe Ebɔrɛ be kudɔbi nɛ baa tre Iden na, ŋko Ijipt be kasawule. [Ade kikɛ daŋ wora nna pɔɛŋ nɛ Enyɛnpe mur Sodɔm nɛ Gomɔra be ndegboŋ na.]"
"So Lot chose the whole Jordan Valley for himself, and as he started out toward the east, he and Abram separated.","Eebram ka daŋ kaŋɛ loŋ na nɛ Lɔt lara Jɔɔdan be ketaŋɛ na be kaba so kikɛ n sa mbe kumu nseŋ barga n ya chena epeŋipetekpa be kaba so. To, kananɛ bumo benyɔ na daŋ barga abar nna na:"
"Abram stayed in the land of Canaan. But Lot settled near the cities of the valley and put up his tents not far from Sodom,",Eebram daŋ chena Keenan be kasawule so nna nɛ Lɔt malɛ daŋ chena nde nɛ a wɔ Jɔɔdan be ketaŋɛ na be nferinto nseŋ yuu mbe ewajɛbu m mata Sodɔm.
where the people were evil and sinned terribly against the Lord. Abram Moves to Hebron,Sodɔmebi malɛ daa la dalubiwuraana nna nseŋ daa wora alubi ga a gbiti Enyɛnpe Ebɔrɛ na. Eebram ka yɔ Hibrɔn be asheŋ
"After Abram and Lot had gone their separate ways, the Lord said to Abram: Look around to the north, south, east, and west.",Eebram nɛ Lɔt ka daŋ barga abar na be kaman nɛ Enyɛnpe Ebɔrɛ na kaŋɛ Eebram le: “Yili kaboŋ nɛ fo wɔ ere m maŋ fo kumu so ŋ keni ŋ kulti kakpa nɛ fo wɔ ere kikɛ.
I will give you and your family all the land you can see. It will be theirs forever!,Meeŋ ta kasawule nɛ fo wu ere kikɛ n sa fo nɛ fo kaman to ebi nɛ k baa la menyeya nna hale mbaanaayɔ.
"I will give you more descendants than there are specks of dust on the earth, and someday it will be easier to count those specks of dust than to count your descendants.","Kumo be kaman, meeŋ shin nɛ fo kaman to ebi e wora keshi fanɛ kasawule so be shishɛr. Amoso nɛ esa baŋ tiŋ ŋ karga kasawule so be shishɛr, kumo ere e beeŋ tiŋ ŋ karga fo kaman to ebi gba."
"Now walk back and forth across the land, because I am going to give it to you.","Koso n nite kasawule na be nteŋ to nɛ mparto kikɛ, ŋkpal manɛ so, fo nɛ meeŋ ta kumo n sa.”"
"Abram took down his tents and went to live near the sacred trees of Mamre at Hebron, where he built an altar in honor of the Lord.",Ndoŋ nna nɛ Eebram tia mbe wajɛbu ŋ kaa n ya chena m mata Mamre be ndibigboŋ na ashi Hibrɔn nseŋ yuu bɔrɛsure a bunyaŋ Enyɛnpe Ebɔrɛ.
"About this time, King Amraphel of Babylonia, King Arioch of Ellasar, King Chedorlaomer of Elam, and King Tidal of Goiim",Jemanɛ nɛ Lɔt nɛ Eebram barga to nna nɛ Babilɔn be efuli so be ewura Amrafɛl nɛ Ɛlasa be ewura Ariɔk nɛ Ilam be ewura Kedɔrlawomer nɛ Goyiim be ewura Taidal kre kena m ba kɔ
"attacked King Bera of Sodom, King Birsha of Gomorrah, King Shinab of Admah, King Shemeber of Zeboiim, and the king of Bela, a city also known as Zoar.",Sodɔm be ewura Bɛra nɛ Gomɔra be ewura Birsha nɛ Adnab be ewura Shinab nɛ Zeboyim be ewura Shemeber nɛ Bela nɛ baa tre Zowar na be ewura na.
"King Chedorlaomer and his allies had ruled these last five kings for twelve years, but in the thirteenth year the kings rebelled and joined forces in Siddim Valley, which is now covered by the southern part of the Dead Sea.","Nfɛ kuduanyɔ nɛ b daŋ shuŋ ewura Kedɔrlawomer, ama kafɛ kuduasasopo to, nɛ b nyaŋɛ to ŋ kini fanɛ b maaŋ naŋ shuŋ mo."
"A year later King Chedorlaomer and his allies attacked and defeated the Rephaites in Ashteroth-Karnaim, the Zuzites in Ham, and the Emites in Shaveh-Kiriathaim.",Kafɛ kuduanasopo na to nɛ ewura Kedɔrlawomer nɛ bewura asa nɛ b daŋ ti mo so na nɛ bumo be benapo yɔ n ya kɔ m pɔɔ Refayebi nɛ b wɔ Ashterɔf Karnaya na nɛ Zuzebi ashi Ham nɛ Emiebi ashi Shaivaa Kiryatayim be kepreŋ so
"They also defeated the Horites in the hill country of Edom, as far as El-Paran, near the desert.",nɛ Horebi ashi Edɔm be efuli so be abee to na so nseŋ bɛ bumo so n yɔ kufɔ n ya fo Ɛl Paran be kiyi na be ekar.
"They went back to the city of Enmishpat, better known as Kadesh. Then they captured all the land that belonged to the Amalekites, and they defeated the Amorites who were living in Hazazon-Tamar.",Kede be kaman nɛ b bɛta kaman m ba Ɛn Mishpat. Ndoŋ nna nɛ b naŋ ya kɔ n sɔ Amalɛkebi be nsawule kikɛ nseŋ naŋ kɔ m pɔɔ so Amɔriebi nɛ b daa wɔ Hazazɔn Tamaa na malɛ so.
"At Siddim Valley, the armies of the kings of Sodom, Gomorrah, Admah, Zeboiim, and Bela fought the armies of King Chedorlaomer of Elam, King Tidal of Goiim, King Amraphel of Babylonia, and King Arioch of Ellasar. The valley",m ba kaa kɔ Ilam be bewura nɛ baa tre Kedɔrlawomer na nɛ Goyiim be ewura nɛ baa tre Taidal na nɛ Babilɔn be ewura nɛ baa tre Amrafɛl na nɛ Ɛlasa be ewura nɛ baa tre Ariɔk na kena nɛ k ki fanɛ bewura anu e daŋ kɔ bewura ana na. Bewura ana na be atre e daa la Kedɔrlawomer nɛ Taidal nɛ Amrafɛl nɛ Ariɔk.
